game,round,col,row,n,category,clue,answer
6235,2,1,5,51,Fbi Agent Non-Disqualifiers,"This Event In Your Past, Expulsion From The Practice Of Law",Disbarment
6235,2,2,1,31,The Humanities,"Changing English Poetry Forever, Thomas Wyatt & Henry Howard Introduced This 14-Line Poem Style From Italy",A Sonnet
6235,2,2,2,32,The Humanities,"11,000 Films Were Made In The U.S. During This Movie Era That Ended Abruptly In The Late 1920s; 3/4 Are Lost",The Silent Film Era
6235,2,2,3,33,The Humanities,"Immanuel Kant Wrote, 'Ancient Greek Philosophy Was Divided IntO...Physics, Ethics And' This Study Of Reasoning",Logic
6235,2,2,4,34,The Humanities,This Spanish Title Of Goya's 'The Snowstorm' Is The Name Of A Western U.S. State,Nevada
6235,2,2,5,35,The Humanities,Nijinsky Tugged At The Heartstrings As The Tragic Title Puppet In This 1911 Stravinsky Ballet,Petrushka
6235,2,3,1,36,Geograph'ee',These Mountains Stretch 270 Miles From The Bay Of Biscay To The Mediterranean,The Pyrenees
6235,2,3,2,37,Geograph'ee',It Was The Northernmost Part Of Ancient Palestine,Galilee
6235,2,3,3,38,Geograph'ee',Unesco Says This Australian Wonder Is 'Of Superlative Natural Beauty Above And Below The Water',The Great Barrier Reef
6235,2,3,4,39,Geograph'ee',A Slender Vertical Rock Outcropping On Maui Is Known As The Iao This,Needle
6235,2,3,5,40,Geograph'ee',They Make Up The Northern Part Of The Lesser Antilles,The Leeward Islands
6235,2,4,1,41,Plant-Ed Evidence,"Praise Helios! The Head Of This Yellow Plant Can Produce 1,000 Seeds As Well As An Oil Used In Making Margarine",Sunflower
6235,2,4,2,42,Plant-Ed Evidence,Eat Your Veggies! Half The Sugar Produced In The U.S. Comes From The Sugar Type Of This,A Beet
6235,2,4,3,44,Plant-Ed Evidence,Insects Check In But They Don't Check Out Of This Carnivorous Plant Of The Carolinas Aka Dionaea,Venus Flytrap
6235,2,4,4,45,Plant-Ed Evidence,"A Virus That Causes Mottled Leaves Is Called This, Like An Artwork Of Closely-Set Tiles Or Stones",Mosaic
6235,2,4,5,46,Plant-Ed Evidence,"Ancient Egyptians Got A Lot Of Out Of This Water Plant: Cloth, Mats, Sails & Oh Yeah, Material On Which To Write",Papyrus
6235,2,5,1,43,Spanish-Language Tv,"On A Univision Talk Show, Lili Estefan Is 'La Flaca', The Skinny Lady, & Raul De Molina Is 'El Gordo', This",The Fat Man
6235,2,5,2,57,Spanish-Language Tv,Noticias Or Noticiero Just Means This Kind Of Show,News
6235,2,5,3,58,Spanish-Language Tv,"Colombian Show 'Yo Soy Betty, La Fea' Met America To Become This Abc Show",Ugly Betty
6235,2,5,4,59,Spanish-Language Tv,"You Can Start Your Morning With 'Despierta Amã©Rica', Whose Title Commands America To Do This",Wake Up
6235,2,5,5,60,Spanish-Language Tv,"Don Francisco's 'Show Dominical' Moved Up A Day To Become 'Giant Saturday', Aka This Show That Ran More Than 50 Years",Sã¡Bado Gigante
6235,2,6,1,52,Swap The Vowels,Swap The Vowels In A Journal & You Get This Milk-Producing Establishment,Dairy
6235,2,6,2,53,Swap The Vowels,A Synonym For Destiny Switched Vowels To Become This Crumbly Greek Cheese,Feta
6235,2,6,3,54,Swap The Vowels,A South-Of-The-Border Currency Swaps Vowels To Become This Fx Show With Transgender Performers,Pose
6235,2,6,4,55,Swap The Vowels,An Enclosed Sports Stadium Swaps Vowels & Becomes This Recording Used To Get Gigs,A Demo
6235,2,6,5,56,Swap The Vowels,A British Lockup Can Swap Its Vowels To Become This Netted Area,Goal
6235,3,1,1,61,20th Century Newsmakers,In 1982 A Probate Judge In His Home State Of Michigan Declared Him Legally Dead,Jimmy Hoffa
6236,1,1,1,1,Movie Pictures,Samuel L. Jackson Has Had It With Them,Snakes On A Plane
6236,1,1,2,2,Movie Pictures,"2018 Film With Keaton, Fonda, Bergen, And Steenburgen",Book Club
6236,1,1,3,3,Movie Pictures,Best Picture Oscar Winner For 1969,Midnight Cowboy
6236,1,1,4,4,Movie Pictures,1991 Thriller,Silence Of The Lambs
6236,1,1,5,5,Movie Pictures,Argentine Novel Comes To Life In 1985,Kiss Of The Spider Woman
6236,1,2,1,20,Food & Drink,4-Letter Word For Milk That's More Than 99 1/2% Fat-Free,Skim
6236,1,2,2,29,Food & Drink,This Beverage Brand Doesn't Just Use 'The Best Stuff On Earth'--It's Found Even 'Better Stuff' For Its Teas,Snapple
6236,1,2,3,21,Food & Drink,"A Traditional Accompaniment For Catfish, These Morsels Of Deep-Fried Cornmeal Are Flavored With Chopped Scallions",Hush Puppies
6236,1,2,4,22,Food & Drink,This Company's Iconic Deviled Ham Logo Is The Usa's Oldest Food Trademark Still In Use,Underwood
6236,1,2,5,30,Food & Drink,"This Cuban Dish Of Shredded Beef, Onions & Peppers In A Spicy Tomato Sauce Has A Name That Means 'Old Clothes'",Ropa Vieja
6236,1,3,1,6,Yiddish Words,"Bubbe Refers To This Member Of The Family, Often Quick With A Treat",The Grandmother
6236,1,3,2,7,Yiddish Words,"To Kvetch Is To Do This, Possibly Because Your Knish Is Too Dry",To Complain
6236,1,3,3,8,Yiddish Words,One Definition Of This Trait Involves A Man Who Kills His Parents & Then Begs The Mercy Of The Court As He's An Orphan,Chutzpah
6236,1,3,4,9,Yiddish Words,To Do This Is To Mingle & Make Chit-Chat; To Do It (To) Someone Is To Sweet-Talk Him,To Schmooze
6236,1,3,5,10,Yiddish Words,"Spritz, 'To Spray', Rhymes With This Similar Word For To Sweat, Like One Does In A Steam Bath",To Schvitz
6236,1,4,1,11,A Colonel Of Truth,"This Restaurateur Was Born SepT. 9, 1890 In Indiana, Not Kentucky, & His Title Was Honorary",Colonel Sanders
6236,1,4,2,13,A Colonel Of Truth,In 2008 Hasbro Updated This Game As Colonel Mustard Became Ex-Football Player Jack Mustard,Clue
6236,1,4,3,14,A Colonel Of Truth,Colonel 'Chargin' Charlie' Beckwith Created The Elite Army Unit Known As This Greek Letter Force,Delta Force
6236,1,4,4,12,A Colonel Of Truth,"It Was Far From A Holiday In Cambodia For Captain Willard, In Search Of Colonel Kurtz In This Film",Apocalypse Now
6236,1,4,5,15,A Colonel Of Truth,"A Grad Of Libya's Military Academy In 1965, This Colonel Was Also Commander In Chief Of The Nation's Armed Forces",Qaddafi
6236,1,5,1,16,Nonfiction,'Uncommon Grounds' Tells Of How This Beverage 'Transformed Our World',Coffee
6236,1,5,2,17,Nonfiction,Historian Holger Hoock's 'Scars Of Independence' Pulls No Punches & Asserts That This Conflict Was Not A Festive Musical,The American Revolution
6236,1,5,3,26,Nonfiction,The Actual 1948 Kidnapping Of 11-Year-Old Sally Horner Is The Subject Of 'The Real' This Fictional Girl,Lolita
6236,1,5,4,23,Nonfiction,A Book About This Body Is Subtitled 'The Rise & Fall Of America's Favorite Planet',Pluto
6236,1,5,5,24,Nonfiction,The Complex Life & Legacy Of This Late Venezuelan Leader Is Explored In Rory Carroll's 'Comandante',Hugo Chã¡Vez
6236,1,6,1,18,'Ll' Animals,"When A Crocodile Shuts Its Mouth, You Can See Lower Jaw Teeth, But When This Relative Does It, They're Hidden",Alligator
6236,1,6,2,27,'Ll' Animals,A 'Saddle' Of Graying Hairs Gives This Primate The Moniker 'Silverback',Gorilla
6236,1,6,3,25,'Ll' Animals," Unlike The Streamlined Heads Of Most Sharks, The Hammerhead Shark's Head Protrudes Laterally; The Front Of The Type Of Hammerhead Seen Here Resembles A Type Or Mollusk Shell, So It Gets This Adjective",Scallop
6236,1,6,4,19,'Ll' Animals,"Prior To The Lyrical Direction To 'Tie Me Kangaroo Down', You're Asked To Watch This Breed Feed, Mate",A Wallaby
6236,1,6,5,28,'Ll' Animals,"The Saudi & Queen Of Sheba Types Of This Antelope Proved Not So Swift, As They're Now Extinct",Gazelle
6236,2,1,1,35,"Norman Lear, The First 96 Years"," On 'All In The Family', Archie Bunker Was Based In Part On My Father & This Other Character Was Based In Part On My Mother",Edith Bunker
6236,2,1,2,36,"Norman Lear, The First 96 Years"," Spanning 4 Decades, It's Been A Joy To Work On 2 Versions Of 'One Day At A Time', First With Bonnie Franklin, Now With Justina Machado & This Legendary Egot",Rita Moreno
6236,2,1,3,37,"Norman Lear, The First 96 Years"," To Help Protect First Amendment Rights, In 1981 I Founded People For The American Way With This African-American Congresswoman From Texas",Barbara Jordan
6236,2,1,4,59,"Norman Lear, The First 96 Years"," Of All The Tv Characters I've Created, The One Who Most Shares My Passions & My Politics Is This Woman Who Lived In Tuckahoe, New York",Maude
6236,2,1,5,60,"Norman Lear, The First 96 Years"," Early In My Career, I Wrote Material For Comedy Duos Like This Pair Of Stars, One A Crooner & One A Wacky Future Director",Martin And Lewis
6236,2,2,1,31,1870s America,In 1874 A U.S. Army Expedition To South Dakota Found Gold In Them Thar Hills,The Black Hill
6236,2,2,2,39,1870s America,"The DeC. 22, 1877 Issue Of Scientific American Described This New Edison Invention As A 'Sound Writer'",A Phonograph
6236,2,2,3,41,1870s America,This New York City Politician Was Convicted Of 204 Charges Of Fraud In An 1873 Court Case,Boss Tweed
6236,2,2,4,42,1870s America,In 1875 This Horticulturist Sold The Potato Variety Later Named For Him For $150 & Used The Money To Move To California,Luther Burbank
6236,2,2,5,43,1870s America,His Cartoon 'A Live Jackass Kicking A Dead Lion' In 1870 Was The First Use Of A Donkey As A Democratic Symbol,(Thomas) Nast
6236,2,3,1,54,The Hero,...Who Loves Wagner's Isolde,Tristan
6236,2,3,2,40,The Hero,...'Of Two Worlds'--This Frenchman Who Helped The Young U.S. Of A.,Lafayette
6236,2,3,3,47,The Hero,...Who Gave Up His Nfl Career In 2002 & His Life In Afghanistan,Pat Tillman
6236,2,3,4,46,The Hero,"...Born Edmond Dantes, Of This 1840s Novel",The Count Of Monte Cristo
6236,2,3,5,53,The Hero,...Of The Game 'God Of War' Who Defies Deities,Kratos
6236,2,4,1,32,Y Is The Only Vowel,A Traditional Story In A Culture,A Myth
6236,2,4,2,33,Y Is The Only Vowel,Cunning Or Crafty,Sly
6236,2,4,3,34,Y Is The Only Vowel,An Aromatic Gum Resin Of The Middle East,Myrrh
6236,2,4,4,44,Y Is The Only Vowel,Clear Body Fluid Containing White Blood Cells,Lymph
6236,2,4,5,58,Y Is The Only Vowel,"Agile, As In 'He's 106 But He's ReallY...'",Spry
6236,2,5,1,55,Art & Artists,"Edvard Munch Was Out With 2 Friends When 'The Sky Became BlooD... Over The Deep Blue Fjord', Inspiring This 1893 Work",The Scream
6236,2,5,2,56,Art & Artists,This Mexican Woman Taught Herself To Paint While Recovering From A 1925 Bus Accident; 30+ Operations Followed,(Frida) Kahlo
6236,2,5,3,51,Art & Artists,In 1897 He Entered The Royal Academy Of San Fernando In Madrid But Found The Classes Stupid; He Did Okay On His Own,Picasso
6236,2,5,4,52,Art & Artists,"Born On Crete, Domenikos Theotokopolous Moved To Spain, Where He Became Better Known By This Name",El Greco
6236,2,5,5,57,Art & Artists,Manet Painted The Bar At This Paris Music Hall In Part By Setting Up A Fake One In His Studio But With A Real Barmaid,The Folies-Bergã¨Re
6236,2,6,1,38,Channel Surfing,In 2012 Richard Branson Became The Oldest Man To Kitesurf Across This Channel,The English
6236,2,6,2,45,Channel Surfing,There Are Plenty Of Surfing Spots On The Santa Barbara Channel In This U.S. State,California
6236,2,6,3,48,Channel Surfing,"Dusky Dolphins Surf This South American Channel, Named For A 19th Century Science Ship",The Beagle
6236,2,6,4,49,Channel Surfing,"There's Great Surfing Off Bruny Island, Across The D'entrecasteaux Channel From This Bigger Australian Island",Tasmania
6236,2,6,5,50,Channel Surfing,Try Surfing The Coast Of This Island Nation On The Mozambique Channel,Madagascar
6236,3,1,1,61,Playwrights,"Before His Death In 2018 At Age 91, He Received 4 Tony Awards, A Pulitzer Prize & Was Nominated For 4 Oscars",Neil Simon
6237,1,1,1,16,Exit Through The Gift Shop," Visit The Franklin Institute Gift Shop, Buy A Copy Of 'Poor Richard's Almanack,'And Take Some Of Ben Franklin's Wisdom With You, Like, 'He That Lies Down With Dogs Shall Rise Up With These'",Fleas
6237,1,1,2,17,Exit Through The Gift Shop, Guitar Picks And Tote Bags At Paisley Park Feature This Symbol That Combines The Male And Female Gender Signs And Was Prince's Name For A Period Of Time During A Contract Dispute,The Love Symbol
6237,1,1,3,18,Exit Through The Gift Shop," At The Betsy Ross House, You Can Buy A Replica Of Betsy's Famous Flag And Proudly Wave A Total Of This Many Stars And Stripes Combined",26
6237,1,1,4,19,Exit Through The Gift Shop," At The Nobel Museum Shop, You Can Pick Up Our Own Chocolate Medal With Alfred Nobel On The Front Or Admire A Replica Of The Literature One On Which A Young Writer Listens To One Of These Mythic Inspirations SinginG.",A Muse
6237,1,1,5,20,Exit Through The Gift Shop," The Eric Carle Museum Has Temporary Tattoos Of Some Of The Animals In Carle's First Book, The Ones Who Ask This Creature, 'What Do You See?'",Brown Bear
6237,1,2,1,9,Colorful Bands,I Gotta Feeling You'll Know That 'I Gotta Feeling' Was A NO. 1 Hit For WilL.I.am & This Group,The Black Eyed Peas
6237,1,2,2,10,Colorful Bands,Flea & Anthony Kiedis Of This Group First Met When They Were In High School,The Red Hot Chili Peppers
6237,1,2,3,25,Colorful Bands,WaiT. . .WaiT. . . Now Name This Adam Levine Band That Had 'Wait' On The Charts In 2018,Maroon 5
6237,1,2,4,26,Colorful Bands,A Fire At A Frank Zappa Concert Inspired This Band's Song 'Smoke On The Water',Deep Purple
6237,1,2,5,27,Colorful Bands,"Seen Here Are The Members Of This Duo, Part Of The Garage/Rock RevivaL.",The White Stripes
6237,1,3,1,2,That Was The Year That Was,The Stock Market Closes Down 13% On Black Monday & 12% On Black Tuesday,1929
6237,1,3,2,3,That Was The Year That Was,Hitler Takes All Of Czechoslovakia,1939
6237,1,3,3,11,That Was The Year That Was,It's Carved On Plymouth Rock,1620
6237,1,3,4,12,That Was The Year That Was,The Rough Riders Battle At San Juan Hill,1898
6237,1,3,5,13,That Was The Year That Was,Sputnik 1 Launches The Space Race,1957
6237,1,4,1,8,Fruit Salad,"Zin For Short, This Grape Was Introduced To California During The Gold Rush Years",Zinfandel
6237,1,4,2,14,Fruit Salad,Henderson Ruby Is One Variety Of This Citrus Fruit That Some Have Half Of For Breakfast,Grapefruit
6237,1,4,3,28,Fruit Salad,Chinese Gooseberry Is An Alternate Name For This Down Under Fruit,Kiwi
6237,1,4,4,29,Fruit Salad,This Fruit Named For The Islands Of Southernmost Florida Is Bitter Rather Than Sour,Key Lime
6237,1,4,5,30,Fruit Salad,"Gardener John Paxton Cultivated The Most Popular Variety Of This Fruit & Named It For His Employer, William Cavendish",A Banana
6237,1,5,1,1,Cia World Factbook NO. 1s,Monaco Leads In This: It's 89.40 Years From Birth,The Life Span Of Its Citizens
6237,1,5,2,4,Cia World Factbook NO. 1s,"Saudi Arabia: Exports Of This, 7.3 Million Barrels A Day",Oil
6237,1,5,3,5,Cia World Factbook NO. 1s,"The United States: 13,513 Of These, Including Logan & Mccarran",Airports
6237,1,5,4,6,Cia World Factbook NO. 1s,China: 731 Million Users Of This Technological Network,The Internet
6237,1,5,5,7,Cia World Factbook NO. 1s,South Africa: 7.2 Million People Living With This Communicable Affliction,Aids
6237,1,6,1,15,Feelings,A Ucla Study Says 2/3 Of College Freshmen Report Feeling This Longing For The Place They're From,Homesickness
6237,1,6,2,21,Feelings,MS. Adamson Or MS. Behar,Joy
6237,1,6,3,22,Feelings,Shakespeare Was The First To Call It The 'Green-Eyed Monster',Jealousy
6237,1,6,4,23,Feelings,"Tim Curry Saw 'You Shiver With' This, Hope Or IntU...Ition",Anticipation
6237,1,6,5,24,Feelings,"Dylan Thomas Said To Do This, This 'Against The Dying Of The Light'",Rage
6237,2,1,1,46,From The Mermaid's Locker,"One Of These Instruments With A Magnetized Needle, From A Navigator Who Should've Avoided That Reef",Compass
6237,2,1,2,47,From The Mermaid's Locker,"From A Pirate Ship, A Tompion, A Plug Placed In The Muzzle Of One Of These To Protect It From Water When Loaded",Cannon
6237,2,1,3,53,From The Mermaid's Locker,A Coral & Gold Chain Of Beads For This Catholic Devotion--Must Have Fallen Overboard,A Rosary
6237,2,1,5,59,From The Mermaid's Locker,"A Bar Of Silver From A 17th Century Spanish One Of These Treasure Ships, Such As The Atocha",A Galleon
6237,2,2,1,42,Friend Of The Court,A 1994 Letter From Mother Teresa Called This 1973 Abortion Rights Decision 'Tragic And Destructive',Roe V. Wade
6237,2,2,2,43,Friend Of The Court,"The Aclu Sometimes Acts As A Friend Of The Court, Usually Dealing With These Issues, The Middle 2 Letters In Aclu",Civil Liberties
6237,2,2,3,44,Friend Of The Court,P.J. O'rourke Weighed In On A Case About Whether An Ohio Law Criminalizing False Statements Violated This Amendment,The First Amendment
6237,2,2,4,50,Friend Of The Court,The Cato Institute Helped Convince Scotus To Rule Against These Organizations In 2018'S Janus V. Afscme,Unions
6237,2,2,5,51,Friend Of The Court,The First Amicus Curiae Filed Before The Supreme Court Came In 1821 From This Kentucky Attorney & Congressman,Henry Clay
6237,2,3,1,37,"Tv Role, Movie Role",Mork From Ork; MrS. Doubtfire,Robin Williams
6237,2,3,2,38,"Tv Role, Movie Role",Regional Manager Michael Scott; Bobby Riggs In 'Battle Of The Sexes',(Steve) Carell
6237,2,3,3,39,"Tv Role, Movie Role",Anna Faris' 'Mom'; Tonya Harding's Mom,Allison Janney
6237,2,3,4,40,"Tv Role, Movie Role",Bette Davis On 'Feud'; One Of 'The Banger Sisters',Susan Sarandon
6237,2,3,5,52,"Tv Role, Movie Role",Athena Grant On '9-1-1'; Tina Turner In 'What's Love Got To Do With It',(Angela) Bassett
6237,2,4,1,31,Women Authors,"She Lived On Public Assistance Between Jobs As A French Teacher, Then Wrote About A Boy Wizard, Conjuring Millions",J.K. Rowling
6237,2,4,2,32,Women Authors,Barack Obama's Favorite Book Of 2018 Was This Memoir By A Former First Lady,Becoming
6237,2,4,3,45,Women Authors,"Delia Owens Used The Marshes Of North Carolina As The Setting For Her Bestseller 'Where' These, Aka Crayfish, 'Sing'",Crawdads
6237,2,4,4,48,Women Authors,"In 1925 She Published 'MrS. Dalloway' &, To Explain What She Was Doing, The Critical Work 'Modern Fiction'",Virginia Woolf
6237,2,4,5,49,Women Authors,"Born In Paris In 1804, She's Known For Her Novels, Her Lovers & Writing Under A Masculine Name",George Sand
6237,2,5,1,41,A Hole In The Ground,19th Century County Supervisor Julian Chavez Got This Type Of Deep Valley Named For Him In Los Angeles,Ravine
6237,2,5,2,54,A Hole In The Ground,Al D'amato Was Known As 'Senator' This Opening In The Pavement Because He Got Them Fixed For Constituents,Potholes
6237,2,5,3,57,A Hole In The Ground,Water Buildup On Your Cropland? Dig This Alliterative Waterway To Let It Flow Elsewhere,Drainage Ditch
6237,2,5,4,56,A Hole In The Ground,"The Mormons Named This Canyon In Utah, Found In The Alphabetically Last National Park Of The Same Name",Zion
6237,2,5,5,58,A Hole In The Ground,Ausable Chasm Bills Itself As The Grand Canyon Of These New York State Mountains Up By Lake Champlain,Adirondacks
6237,2,6,1,33,The Right To Remain Silent 'P',"Sometimes Found Before 'Intellectual', It Has Stepped Out On Its Own As A 6-Letter Word For Fake",Pseudo
6237,2,6,2,34,The Right To Remain Silent 'P',"It Means Inflated With Air, As In That Type Of Tire",Pneumatic
6237,2,6,3,35,The Right To Remain Silent 'P',The Silent 'P' Comes Third In This Word For The Place You Might Keep Plates Or Spices,Cupboard
6237,2,6,4,36,The Right To Remain Silent 'P',"The 3 Main Forms Of Plague In Humans Are Bubonic, Septicemic & This One That Strikes The Lungs",Pneumonic
6237,2,6,5,55,The Right To Remain Silent 'P',"A Recent Discovery In Utah: Perhaps The Oldest Flying Vertebrate, A 200-Million-Year-Old One Of These",Pterodactyl
6237,3,1,1,60,20th Century History,"Constructed In The 1930s, It Extended From La Fertã© To The Rhine River, Though It Also Had Sections Along The Italian Frontier",Maginot Line
6238,1,1,1,19,The Dry Tortugas,In 1976 Florida's Dry Tortugas Were Paired With These Vast Wetlands As A Unesco Biosphere Reserve,The Everglades
6238,1,1,2,23,The Dry Tortugas,"About A Century After This Naturalist Visited Bird Key In 1832, A Storm Washed It Off The Map",Audobon
6238,1,1,3,24,The Dry Tortugas,This 5-Letter Type Of Submerged Sandbar Is Plentiful & Dangerous In The Tortugas,A Shoal
6238,1,1,4,25,The Dry Tortugas,"Formerly Called Sand Key, Hospital Key Once Was Home To A Hospital Built To Battle This Colorful Disease",Yellow Fever
6238,1,2,1,11,Notable Women,"Though Her Clerks Had To Explain It To Her, She's Fond Of Her Nickname 'Notorious Rbg'",Ruth Bader Ginsburg
6238,1,2,2,10,Notable Women,During Wwi She Supported The French War Effort By Fitting Ambulances With Portable X-Ray Equipment,Marie Curie
6238,1,2,3,12,Notable Women,"She Made Her First Entry In Her Famous Diary On June 14, 1942, After Receiving It As A Gift For Her 13th Birthday",Anne Frank
6238,1,2,4,13,Notable Women,"In 1952, This Pioneering Writer On The Environment Was The First Woman To Win A National Book Award For NonfictioN.",Rachel Carson
6238,1,2,5,14,Notable Women,Josephine Esther Mentzer Was The Birth Name Of This Founder Of A Fragrance & Cosmetics Empire,Estã©E Lauder
6238,1,3,1,3,Children's Lit,"In A Kid Lit Classic, This Elephant Becomes King & Marries Celeste, Who Becomes His Queen",Babar
6238,1,3,2,4,Children's Lit,'A Wind In The Door' Is A Follow-Up To This Classic By Madeleine L'engle,A Wrinkle In Time
6238,1,3,3,5,Children's Lit,"In A Modern Favorite By Mo Willems, 'Don't Let The Pigeon' Do This, Even When He Promises, 'I'll Just Steer'",Drive The Bus
6238,1,3,4,6,Children's Lit,"In 'Make Way For Ducklings', MR. & MrS. Mallard Settle Down In This U.S. City's Public Garden",Boston
6238,1,3,5,7,Children's Lit,"According To The Title Of A Book By Giles Andreae, These Animals 'Can't Dance'",Giraffes
6238,1,4,1,1,Architecture Terms,A Campanile Is A Usually Freestanding One Of These Housing A Bell,A Tower
6238,1,4,2,2,Architecture Terms,"From The Latin For 'Four Corners', It's A Rectangular Courtyard Enclosed By Buildings",Quad
6238,1,4,3,8,Architecture Terms,The Horseshoe Or Keyhole Type Of This Curved Span Above An Opening Is Associated With Islamic Architecture,An Arch
6238,1,4,4,9,Architecture Terms,'Drop' Everything & Give Us This Name For The Portion Of A Roof That Extends Out Over A Supporting Wall,An Eaves
6238,1,4,5,15,Architecture Terms,This Textured Plaster Used In Ancient Greece & Aztec Mexico May Not Provide Much Insulation But Is A Great Fire Resister,Stucco
6238,1,5,1,22,'Ph' Â F,This Verb Can Mean To Support The Decision Of A Lower Court In An Appeal,Uphold
6238,1,5,2,26,'Ph' Â F,Here Is The View From This In A Front Door,Peephole
6238,1,5,3,27,'Ph' Â F,These Dogs Can Be German Or Australian,Shepherd
6238,1,5,4,28,'Ph' Â F,This Type Of Restaurant Has Specialized Cuts Of Meat,Chophouse
6238,1,6,1,16,Hollywood Memorabilia," Unseen In 'The Wizard Of Oz,'An Elastic Chin Strap Kept The Iconic Hat On Margaret Hamilton's Head During Her Flying Sequences As This Character",Wicked Witch Of The West
6238,1,6,2,17,Hollywood Memorabilia," Seen In The Training Center And Arena Sequences In 'The Hunger Games: Catching Fire,'This Silver Combat Bow Was A Signature Weapon Of This Heroine",Katniss
6238,1,6,3,18,Hollywood Memorabilia, Wolverine's Claws Were Donated By This Actor To Help Australia's Fight Cancer Foundation,Hugh Jackman
6238,1,6,4,20,Hollywood Memorabilia," I've Got A Golden TickeT. They Were Issued By Willy Wonka, Played By This Actor In The 1971 Film",Gene Wilder
6238,1,6,5,21,Hollywood Memorabilia, Theatrical Blood Remains On These Leather Boxing Gloves Worn By Robert Deniro In His Oscar-Winning Performance In This Film,Raging Bull
6238,2,1,1,46,The Wet Tortugas,All Female Sea Turtles Come Ashore To Do This; Ridley Turtles Are Known For A Mass Event Called The Arribada,Lay Eggs
6238,2,2,1,34,The Pulitzer Prize,The L.A. Times Took A 2004 Prize For An In-Depth Look At The Methods Used By This Retailer To Become The Largest In The World,Walmart
6238,2,2,2,35,The Pulitzer Prize,A Breaking News Photo Award Went To Ryan Kelly For His Shot Of A 2017 Car Attack On Protesters In This City In VA.,Charlottesville
6238,2,2,3,36,The Pulitzer Prize,In 1975 Pulitzer Gave 2 Thumbs Up To The Criticism Of This Chicago Sun-Times Movie Reviewer,Roger Ebert
6238,2,2,4,39,The Pulitzer Prize,The Editorial Board Of The New York Daily News Was Prize-Worthy For Helping To Save This Theater In Harlem,The Apollo
6238,2,2,5,40,The Pulitzer Prize,Chris Hamby Won For Showing How Doctors & Lawyers Worked To Deny Benefits To Miners With This Disease Gotten On The Job,Black Lung Disease
6238,2,3,1,37,Trending At Merriam-Webster,"This Word For A Type Of Substitute Mother, After Kim Kardashian & Kanye West Used One To Carry Their Third Child",Surrogate
6238,2,3,2,38,Trending At Merriam-Webster,"This Word Meaning A Hatred Of Women, After Hillary Clinton Lost The 2016 Presidential Election",Misogyny
6238,2,3,3,47,Trending At Merriam-Webster,"Following The Passing Of Burt Reynolds, This 7-Letter Adjective For 'Very Hairy'",Hirsute
6238,2,3,4,48,Trending At Merriam-Webster,"This Procedure To End A Debate, After Mitch Mcconnell Filed A Motion To End The Debate On Brett Kavanaugh's Nomination",Cloture
6238,2,3,5,49,Trending At Merriam-Webster,"Every Year On This Date, The Phrase 'A Date Which Will Live In Infamy'",December 7th
6238,2,4,1,41,Expensive Stuff,Violins Made By Him Can Be Pricey; One Worth $2.6 Million Was -Oops!--Left On A Train In 2016 But Quickly Recovered,Stradivarius
6238,2,4,2,42,Expensive Stuff,An Early Edition Of This Group Of English Stories Written In The 14th Century Went For $7.5 Million In 1998,The Canterbury Tales
6238,2,4,3,43,Expensive Stuff,The White 'Subway' Dress Worn By This Actress In A 1955 Film Was Not Marked Down When It Went For $5.6 Million,Marilyn Monroe
6238,2,4,4,44,Expensive Stuff,"Let There Be Very Expensive Light From 2 Gilt-Metal & Rock Crystal These Fixtures, Bought At Auction In 2010 For $677,000",Chandeliers
6238,2,4,5,45,Expensive Stuff,"Just 2 Years Old, In 2017 A Bottle Made From This 'Most Renowned Grape Variety' For Fine Red Wine Sold For $350,000",Cabernet (Sauvignon)
6238,2,5,1,54,The Best 'Of' Tv,"In This Show That Launched A Franchise, The Title Ladies Live In Places Like Ladera Ranch & Dana Point, CaliF.",The Real Housewives Of Orange County
6238,2,5,2,50,The Best 'Of' Tv,Drama About A Motorcycle Club That Smuggles Guns,Sons Of Anarchy
6238,2,5,3,51,The Best 'Of' Tv,A Line From 'Henry V' Gave This 2001 Hbo Miniseries About A Wwii Army Unit Its Title,Band Of Brothers
6238,2,5,4,52,The Best 'Of' Tv,This Sitcom About A Bottled Spirit Debuted In 1965,I Dream Of Jeannie
6238,2,5,5,53,The Best 'Of' Tv,'Spanning The GlobE...' Began This Athletic Abc Show's Opening Credits Sequence,Wide World Of Sports
6238,2,6,1,29,World Leaders 1919,"Pm Robert Borden Insisted That Canada Join This New International Organization On Its Own, Separate From The British Empire",League Of Nations
6238,2,6,2,30,World Leaders 1919,President Raymond Poincarã© Of France Was A Firm Believer In Germany's Need To Pay Reparations As Outlined In This Document,Treaty Of Versailles
6238,2,6,3,31,World Leaders 1919,"Billy Hughes Spent Wwi Advocating This Wartime Practice, Which Split Australia As It Later Did The U.S. In The 1960s",The Draft
6238,2,6,4,32,World Leaders 1919,"In August Jan Smuts Said, 'A Wave Of The Deepest Emotion Has Passed Over' This Country At The News Of Pm Botha's Death",South Africa
6238,2,6,5,33,World Leaders 1919,This Dominating Prime Minister Of Great Britain Had A Full Name Made Up Of Three First Names,David Lloyd George
6238,3,1,1,55,Novel Quotes,"A Boy At The End Of This 1952 Novel Says To The Main Character, 'Say It Ain't True, Roy'",The Natural
6239,1,1,1,23,Winter Fell,"At Age 11 Sonja Henie Competed In The First Of These, Held In France In 1924",The Winter Olympics
