game,show,date
1383,5106,2006-11-20
1384,5107,2006-11-21
1390,5108,2006-11-22
1391,5109,2006-11-23
1392,5110,2006-11-24
1404,5111,2006-11-27
1405,5112,2006-11-28
1406,5113,2006-11-29
1407,5114,2006-11-30
1409,5115,2006-12-01
1424,5116,2006-12-04
1425,5117,2006-12-05
1431,5118,2006-12-06
1432,5119,2006-12-07
1433,5120,2006-12-08
1446,5121,2006-12-11
1447,5122,2006-12-12
1448,5123,2006-12-13
1454,5124,2006-12-14
1455,5125,2006-12-15
1463,5126,2006-12-18
1469,5127,2006-12-19
1478,5128,2006-12-20
1479,5129,2006-12-21
1480,5130,2006-12-22
1483,5131,2006-12-25
1495,5132,2006-12-26
1496,5133,2006-12-27
1497,5134,2006-12-28
1498,5135,2006-12-29
1501,5136,2007-01-01
1502,5137,2007-01-02
1516,5138,2007-01-03
1518,5139,2007-01-04
1550,5140,2007-01-05
1607,5141,2007-01-08
1608,5142,2007-01-09
1614,5143,2007-01-10
1620,5144,2007-01-11
1621,5145,2007-01-12
1631,5146,2007-01-15
1632,5147,2007-01-16
1637,5148,2007-01-17
1638,5149,2007-01-18
1640,5150,2007-01-19
1641,5151,2007-01-22
1642,5152,2007-01-23
1655,5153,2007-01-24
1658,5154,2007-01-25
1659,5155,2007-01-26
1675,5156,2007-01-29
1676,5157,2007-01-30
1677,5158,2007-01-31
1678,5159,2007-02-01
1681,5160,2007-02-02
1690,5161,2007-02-05
1698,5162,2007-02-06
1699,5163,2007-02-07
1700,5164,2007-02-08
1701,5165,2007-02-09
1715,5166,2007-02-12
1716,5167,2007-02-13
1717,5168,2007-02-14
1754,5169,2007-02-15
1757,5171,2007-02-19
1758,5172,2007-02-20
1759,5173,2007-02-21
1760,5174,2007-02-22
1761,5175,2007-02-23
1762,5176,2007-02-26
1763,5177,2007-02-27
1764,5178,2007-02-28
1765,5179,2007-03-01
1766,5180,2007-03-02
1767,5181,2007-03-05
1768,5182,2007-03-06
1769,5183,2007-03-07
1770,5184,2007-03-08
1771,5185,2007-03-09
1772,5186,2007-03-12
1773,5187,2007-03-13
1774,5188,2007-03-14
1775,5189,2007-03-15
1776,5190,2007-03-16
1779,5191,2007-03-19
1780,5192,2007-03-20
1781,5193,2007-03-21
1783,5194,2007-03-22
1782,5195,2007-03-23
1784,5196,2007-03-26
1785,5197,2007-03-27
1786,5198,2007-03-28
1787,5199,2007-03-29
1788,5200,2007-03-30
1791,5201,2007-04-02
1792,5202,2007-04-03
1793,5203,2007-04-04
1794,5204,2007-04-05
1795,5205,2007-04-06
1796,5206,2007-04-09
1797,5207,2007-04-10
1798,5208,2007-04-11
1799,5209,2007-04-12
1800,5210,2007-04-13
1801,5211,2007-04-16
1802,5212,2007-04-17
1803,5213,2007-04-18
1804,5214,2007-04-19
1805,5215,2007-04-20
1810,5216,2007-04-23
1811,5217,2007-04-24
1813,5218,2007-04-25
1814,5219,2007-04-26
1817,5220,2007-04-27
1828,5221,2007-04-30
1829,5222,2007-05-01
1832,5223,2007-05-02
1835,5224,2007-05-03
1838,5225,2007-05-04
1842,5226,2007-05-07
1844,5227,2007-05-08
1846,5228,2007-05-09
1850,5229,2007-05-10
1856,5231,2007-05-14
1858,5232,2007-05-15
1860,5233,2007-05-16
1864,5234,2007-05-17
1865,5235,2007-05-18
1868,5236,2007-05-21
1869,5237,2007-05-22
1870,5238,2007-05-23
1871,5239,2007-05-24
1872,5240,2007-05-25
1874,5241,2007-05-28
1875,5242,2007-05-29
1878,5243,2007-05-30
1879,5244,2007-05-31
1880,5245,2007-06-01
1883,5246,2007-06-04
1884,5247,2007-06-05
1886,5248,2007-06-06
1895,5249,2007-06-07
1894,5250,2007-06-08
1897,5251,2007-06-11
1898,5252,2007-06-12
1902,5253,2007-06-13
1903,5254,2007-06-14
1905,5255,2007-06-15
1909,5256,2007-06-18
1911,5257,2007-06-19
1915,5258,2007-06-20
1922,5259,2007-06-21
1921,5260,2007-06-22
1923,5261,2007-06-25
1924,5262,2007-06-26
1926,5263,2007-06-27
1929,5264,2007-06-28
1931,5265,2007-06-29
1938,5266,2007-07-02
1939,5267,2007-07-03
1948,5268,2007-07-04
1947,5269,2007-07-05
1949,5270,2007-07-06
1950,5271,2007-07-09
1951,5272,2007-07-10
1969,5273,2007-07-11
1967,5274,2007-07-12
1968,5275,2007-07-13
1971,5276,2007-07-16
1972,5277,2007-07-17
1973,5278,2007-07-18
1981,5279,2007-07-19
1983,5280,2007-07-20
1984,5281,2007-07-23
1986,5282,2007-07-24
1987,5283,2007-07-25
1988,5284,2007-07-26
2053,5286,2007-09-10
2055,5287,2007-09-11
2059,5288,2007-09-12
2061,5289,2007-09-13
2063,5290,2007-09-14
2066,5291,2007-09-17
2067,5292,2007-09-18
2070,5293,2007-09-19
2072,5294,2007-09-20
2075,5295,2007-09-21
2078,5296,2007-09-24
2081,5297,2007-09-25
2085,5298,2007-09-26
2086,5299,2007-09-27
2090,5300,2007-09-28
2092,5301,2007-10-01
2094,5302,2007-10-02
2096,5303,2007-10-03
2102,5304,2007-10-04
2100,5305,2007-10-05
2105,5306,2007-10-08
2107,5307,2007-10-09
2109,5308,2007-10-10
2123,5309,2007-10-11
2122,5310,2007-10-12
2124,5311,2007-10-15
2125,5312,2007-10-16
2126,5313,2007-10-17
2127,5314,2007-10-18
2128,5315,2007-10-19
2130,5316,2007-10-22
2142,5317,2007-10-23
2134,5318,2007-10-24
2143,5319,2007-10-25
2141,5320,2007-10-26
2146,5321,2007-10-29
2147,5322,2007-10-30
2151,5323,2007-10-31
2152,5324,2007-11-01
2158,5325,2007-11-02
2159,5326,2007-11-05
2162,5327,2007-11-06
2160,5328,2007-11-07
2163,5329,2007-11-08
2170,5330,2007-11-09
2171,5331,2007-11-12
2173,5333,2007-11-14
2174,5334,2007-11-15
2191,5336,2007-11-19
2192,5337,2007-11-20
2193,5338,2007-11-21
2194,5339,2007-11-22
2198,5340,2007-11-23
2199,5341,2007-11-26
2200,5342,2007-11-27
2201,5343,2007-11-28
2202,5344,2007-11-29
2204,5345,2007-11-30
2207,5346,2007-12-03
2222,5347,2007-12-04
2223,5348,2007-12-05
2224,5349,2007-12-06
2225,5350,2007-12-07
2226,5351,2007-12-10
2227,5352,2007-12-11
2228,5353,2007-12-12
2229,5354,2007-12-13
2230,5355,2007-12-14
2231,5356,2007-12-17
2238,5357,2007-12-18
2239,5358,2007-12-19
2240,5359,2007-12-20
2241,5360,2007-12-21
2242,5361,2007-12-24
2243,5362,2007-12-25
2253,5363,2007-12-26
2244,5364,2007-12-27
2252,5365,2007-12-28
2261,5366,2007-12-31
2266,5367,2008-01-01
2267,5368,2008-01-02
2269,5369,2008-01-03
2268,5370,2008-01-04
2270,5371,2008-01-07
2271,5372,2008-01-08
2272,5373,2008-01-09
2273,5374,2008-01-10
2274,5375,2008-01-11
2283,5376,2008-01-14
2284,5377,2008-01-15
2285,5378,2008-01-16
2286,5379,2008-01-17
2287,5380,2008-01-18
2288,5381,2008-01-21
2289,5382,2008-01-22
2299,5383,2008-01-23
2300,5384,2008-01-24
2301,5385,2008-01-25
2302,5386,2008-01-28
2303,5387,2008-01-29
2304,5388,2008-01-30
2305,5389,2008-01-31
2306,5390,2008-02-01
2321,5391,2008-02-04
2320,5392,2008-02-05
2322,5393,2008-02-06
2323,5394,2008-02-07
2324,5395,2008-02-08
2325,5396,2008-02-11
2326,5397,2008-02-12
2327,5398,2008-02-13
2329,5399,2008-02-14
2330,5400,2008-02-15
2343,5401,2008-02-18
2344,5402,2008-02-19
2345,5403,2008-02-20
2346,5404,2008-02-21
2348,5406,2008-02-25
2349,5407,2008-02-26
2357,5408,2008-02-27
2358,5409,2008-02-28
2359,5410,2008-02-29
2360,5411,2008-03-03
2361,5412,2008-03-04
2362,5413,2008-03-05
2363,5414,2008-03-06
2364,5415,2008-03-07
2365,5416,2008-03-10
2366,5417,2008-03-11
2367,5418,2008-03-12
2368,5419,2008-03-13
2369,5420,2008-03-14
2370,5421,2008-03-17
2371,5422,2008-03-18
2372,5423,2008-03-19
2373,5424,2008-03-20
2374,5425,2008-03-21
2375,5426,2008-03-24
2376,5427,2008-03-25
2377,5428,2008-03-26
2379,5429,2008-03-27
2382,5430,2008-03-28
2390,5431,2008-03-31
2391,5432,2008-04-01
2392,5433,2008-04-02
2393,5434,2008-04-03
2397,5435,2008-04-04
2410,5436,2008-04-07
2411,5437,2008-04-08
2412,5438,2008-04-09
2413,5439,2008-04-10
2414,5440,2008-04-11
2415,5441,2008-04-14
2416,5442,2008-04-15
2417,5443,2008-04-16
2422,5444,2008-04-17
2430,5445,2008-04-18
2431,5446,2008-04-21
2434,5447,2008-04-22
2437,5448,2008-04-23
2438,5449,2008-04-24
2439,5450,2008-04-25
2448,5451,2008-04-28
2449,5452,2008-04-29
2450,5453,2008-04-30
2451,5454,2008-05-01
2452,5455,2008-05-02
2453,5456,2008-05-05
2454,5457,2008-05-06
2455,5458,2008-05-07
2465,5459,2008-05-08
2466,5460,2008-05-09
2467,5461,2008-05-12
2468,5462,2008-05-13
2469,5463,2008-05-14
2470,5464,2008-05-15
2483,5466,2008-05-19
2484,5467,2008-05-20
2486,5468,2008-05-21
2488,5469,2008-05-22
2487,5470,2008-05-23
2489,5471,2008-05-26
2491,5472,2008-05-27
2492,5473,2008-05-28
2495,5474,2008-05-29
2497,5475,2008-05-30
2500,5476,2008-06-02
2501,5477,2008-06-03
2504,5478,2008-06-04
2506,5479,2008-06-05
2507,5480,2008-06-06
2508,5481,2008-06-09
2509,5482,2008-06-10
2510,5483,2008-06-11
2512,5484,2008-06-12
2511,5485,2008-06-13
2514,5486,2008-06-16
2515,5487,2008-06-17
2516,5488,2008-06-18
2517,5489,2008-06-19
2518,5490,2008-06-20
2521,5491,2008-06-23
2524,5492,2008-06-24
2525,5493,2008-06-25
2526,5494,2008-06-26
2537,5495,2008-06-27
2538,5496,2008-06-30
2539,5497,2008-07-01
2541,5498,2008-07-02
2542,5499,2008-07-03
2543,5500,2008-07-04
2544,5501,2008-07-07
2546,5502,2008-07-08
2548,5503,2008-07-09
2553,5504,2008-07-10
2552,5505,2008-07-11
2559,5506,2008-07-14
2560,5507,2008-07-15
2561,5508,2008-07-16
2565,5509,2008-07-17
2566,5510,2008-07-18
2573,5511,2008-07-21
2574,5512,2008-07-22
2576,5513,2008-07-23
2579,5514,2008-07-24
2581,5515,2008-07-25
2672,5516,2008-09-08
2673,5517,2008-09-09
2674,5518,2008-09-10
2676,5519,2008-09-11
2677,5520,2008-09-12
2679,5521,2008-09-15
2680,5522,2008-09-16
2681,5523,2008-09-17
2686,5524,2008-09-18
2685,5525,2008-09-19
2688,5526,2008-09-22
2689,5527,2008-09-23
2690,5528,2008-09-24
2692,5529,2008-09-25
2691,5530,2008-09-26
2698,5531,2008-09-29
2701,5532,2008-09-30
2702,5533,2008-10-01
2706,5534,2008-10-02
2707,5535,2008-10-03
2709,5536,2008-10-06
2710,5537,2008-10-07
2720,5538,2008-10-08
2724,5539,2008-10-09
2725,5540,2008-10-10
2727,5541,2008-10-13
2728,5542,2008-10-14
2733,5543,2008-10-15
2734,5544,2008-10-16
2736,5545,2008-10-17
2737,5546,2008-10-20
2747,5547,2008-10-21
2748,5548,2008-10-22
2749,5549,2008-10-23
2750,5550,2008-10-24
2752,5551,2008-10-27
2753,5552,2008-10-28
2754,5553,2008-10-29
2755,5554,2008-10-30
2756,5555,2008-10-31
2757,5556,2008-11-03
2758,5557,2008-11-04
2759,5558,2008-11-05
2760,5559,2008-11-06
2762,5560,2008-11-07
2771,5561,2008-11-10
2772,5562,2008-11-11
2773,5563,2008-11-12
2788,5564,2008-11-13
2774,5565,2008-11-14
2789,5566,2008-11-17
2790,5567,2008-11-18
2791,5568,2008-11-19
2793,5569,2008-11-20
2794,5571,2008-11-24
2795,5572,2008-11-25
2796,5573,2008-11-26
2812,5574,2008-11-27
2811,5575,2008-11-28
2814,5576,2008-12-01
2815,5577,2008-12-02
2816,5578,2008-12-03
2818,5579,2008-12-04
2817,5580,2008-12-05
2819,5581,2008-12-08
2820,5582,2008-12-09
2821,5583,2008-12-10
2822,5584,2008-12-11
2823,5585,2008-12-12
2824,5586,2008-12-15
2825,5587,2008-12-16
2826,5588,2008-12-17
2827,5589,2008-12-18
2832,5590,2008-12-19
2833,5591,2008-12-22
2834,5592,2008-12-23
2835,5593,2008-12-24
2836,5594,2008-12-25
2837,5595,2008-12-26
2850,5596,2008-12-29
2851,5597,2008-12-30
2852,5598,2008-12-31
2853,5599,2009-01-01
2854,5600,2009-01-02
2855,5601,2009-01-05
2856,5602,2009-01-06
2857,5603,2009-01-07
2858,5604,2009-01-08
2859,5605,2009-01-09
2868,5606,2009-01-12
2869,5607,2009-01-13
2871,5608,2009-01-14
2872,5609,2009-01-15
2873,5610,2009-01-16
2874,5611,2009-01-19
2882,5612,2009-01-20
2883,5613,2009-01-21
2885,5614,2009-01-22
2884,5615,2009-01-23
2886,5616,2009-01-26
2887,5617,2009-01-27
2891,5618,2009-01-28
2892,5619,2009-01-29
2896,5620,2009-01-30
2897,5621,2009-02-02
2898,5622,2009-02-03
2904,5623,2009-02-04
2905,5624,2009-02-05
2906,5625,2009-02-06
2908,5626,2009-02-09
2909,5627,2009-02-10
2915,5628,2009-02-11
2916,5629,2009-02-12
2917,5630,2009-02-13
2928,5631,2009-02-16
2929,5632,2009-02-17
2930,5633,2009-02-18
2931,5634,2009-02-19
2932,5635,2009-02-20
2934,5636,2009-02-23
2935,5637,2009-02-24
2936,5638,2009-02-25
2937,5639,2009-02-26
2938,5640,2009-02-27
2939,5641,2009-03-02
2940,5642,2009-03-03
2951,5643,2009-03-04
2952,5644,2009-03-05
2953,5645,2009-03-06
2954,5646,2009-03-09
2956,5647,2009-03-10
2955,5648,2009-03-11
2957,5649,2009-03-12
2958,5650,2009-03-13
2959,5651,2009-03-16
2960,5652,2009-03-17
2961,5653,2009-03-18
2962,5654,2009-03-19
2963,5655,2009-03-20
2965,5656,2009-03-23
2967,5658,2009-03-25
2969,5659,2009-03-26
2968,5660,2009-03-27
2970,5661,2009-03-30
2971,5662,2009-03-31
2972,5663,2009-04-01
2973,5664,2009-04-02
2974,5665,2009-04-03
2975,5666,2009-04-06
2976,5667,2009-04-07
2977,5668,2009-04-08
2978,5669,2009-04-09
2979,5670,2009-04-10
2980,5671,2009-04-13
2981,5672,2009-04-14
2982,5673,2009-04-15
2983,5674,2009-04-16
2984,5675,2009-04-17
2985,5676,2009-04-20
2986,5677,2009-04-21
2987,5678,2009-04-22
2988,5679,2009-04-23
2989,5680,2009-04-24
2990,5681,2009-04-27
2991,5682,2009-04-28
2992,5683,2009-04-29
2993,5684,2009-04-30
2994,5685,2009-05-01
2999,5686,2009-05-04
3000,5687,2009-05-05
3001,5688,2009-05-06
3002,5689,2009-05-07
3003,5690,2009-05-08
3004,5691,2009-05-11
3005,5692,2009-05-12
3006,5693,2009-05-13
3007,5694,2009-05-14
3012,5696,2009-05-18
3014,5697,2009-05-19
3016,5698,2009-05-20
3018,5699,2009-05-21
3017,5700,2009-05-22
3019,5701,2009-05-25
3021,5702,2009-05-26
3024,5703,2009-05-27
3028,5704,2009-05-28
3027,5705,2009-05-29
3030,5706,2009-06-01
3033,5707,2009-06-02
3036,5708,2009-06-03
3039,5709,2009-06-04
3038,5710,2009-06-05
3040,5711,2009-06-08
3043,5712,2009-06-09
3044,5713,2009-06-10
3046,5714,2009-06-11
3048,5715,2009-06-12
3054,5716,2009-06-15
3057,5717,2009-06-16
3059,5718,2009-06-17
3070,5719,2009-06-18
3063,5720,2009-06-19
3068,5721,2009-06-22
3071,5722,2009-06-23
3072,5723,2009-06-24
3077,5724,2009-06-25
3076,5725,2009-06-26
3078,5726,2009-06-29
3079,5727,2009-06-30
3080,5728,2009-07-01
3082,5729,2009-07-02
3083,5730,2009-07-03
3085,5731,2009-07-06
3086,5732,2009-07-07
3087,5733,2009-07-08
3090,5734,2009-07-09
3093,5735,2009-07-10
3095,5736,2009-07-13
3096,5737,2009-07-14
3098,5738,2009-07-15
3100,5739,2009-07-16
3102,5740,2009-07-17
3104,5741,2009-07-20
3106,5742,2009-07-21
3108,5743,2009-07-22
3109,5744,2009-07-23
3110,5745,2009-07-24
3135,5746,2009-09-14
3137,5747,2009-09-15
3139,5748,2009-09-16
3141,5749,2009-09-17
3143,5750,2009-09-18
3145,5751,2009-09-21
3146,5752,2009-09-22
3148,5753,2009-09-23
3150,5754,2009-09-24
3151,5755,2009-09-25
3152,5756,2009-09-28
3153,5757,2009-09-29
3155,5758,2009-09-30
3158,5759,2009-10-01
3159,5760,2009-10-02
3161,5761,2009-10-05
3164,5762,2009-10-06
3165,5763,2009-10-07
3168,5764,2009-10-08
3169,5765,2009-10-09
3171,5766,2009-10-12
3173,5767,2009-10-13
3176,5768,2009-10-14
3178,5769,2009-10-15
3179,5770,2009-10-16
3181,5771,2009-10-19
3184,5772,2009-10-20
3185,5773,2009-10-21
3189,5774,2009-10-22
3190,5775,2009-10-23
3193,5776,2009-10-26
3194,5777,2009-10-27
3195,5778,2009-10-28
3196,5779,2009-10-29
3197,5780,2009-10-30
3198,5781,2009-11-02
3200,5782,2009-11-03
3201,5783,2009-11-04
3203,5784,2009-11-05
3204,5785,2009-11-06
3206,5786,2009-11-09
3209,5787,2009-11-10
3210,5788,2009-11-11
3212,5789,2009-11-12
3215,5791,2009-11-16
3217,5792,2009-11-17
3219,5793,2009-11-18
3222,5794,2009-11-19
3223,5795,2009-11-20
3224,5796,2009-11-23
3226,5797,2009-11-24
3227,5798,2009-11-25
3228,5799,2009-11-26
3229,5800,2009-11-27
3231,5801,2009-11-30
3232,5802,2009-12-01
3234,5803,2009-12-02
3235,5804,2009-12-03
3237,5805,2009-12-04
3239,5806,2009-12-07
3240,5807,2009-12-08
3242,5808,2009-12-09
3244,5809,2009-12-10
3246,5810,2009-12-11
3253,5811,2009-12-14
3254,5812,2009-12-15
3249,5813,2009-12-16
3250,5814,2009-12-17
3252,5815,2009-12-18
3255,5816,2009-12-21
3256,5817,2009-12-22
3258,5818,2009-12-23
3257,5819,2009-12-24
3259,5820,2009-12-25
3261,5821,2009-12-28
3263,5822,2009-12-29
3264,5823,2009-12-30
3265,5824,2009-12-31
3266,5825,2010-01-01
3268,5826,2010-01-04
3269,5827,2010-01-05
3271,5828,2010-01-06
3273,5829,2010-01-07
3274,5830,2010-01-08
3275,5831,2010-01-11
3277,5832,2010-01-12
3279,5833,2010-01-13
3280,5834,2010-01-14
3282,5835,2010-01-15
3283,5836,2010-01-18
3285,5837,2010-01-19
3287,5838,2010-01-20
3288,5839,2010-01-21
3290,5840,2010-01-22
3291,5841,2010-01-25
3293,5842,2010-01-26
3295,5843,2010-01-27
3296,5844,2010-01-28
3298,5845,2010-01-29
3300,5846,2010-02-01
3301,5847,2010-02-02
3303,5848,2010-02-03
3305,5849,2010-02-04
3306,5850,2010-02-05
3307,5851,2010-02-08
3309,5852,2010-02-09
3311,5853,2010-02-10
3312,5854,2010-02-11
3317,5856,2010-02-15
3318,5857,2010-02-16
3319,5858,2010-02-17
3321,5859,2010-02-18
3322,5860,2010-02-19
3323,5861,2010-02-22
3325,5862,2010-02-23
3327,5863,2010-02-24
3328,5864,2010-02-25
3329,5865,2010-02-26
3331,5866,2010-03-01
3332,5867,2010-03-02
3333,5868,2010-03-03
3334,5869,2010-03-04
3335,5870,2010-03-05
3337,5871,2010-03-08
3338,5872,2010-03-09
3339,5873,2010-03-10
3340,5874,2010-03-11
3341,5875,2010-03-12
3343,5876,2010-03-15
3344,5877,2010-03-16
3345,5878,2010-03-17
3346,5879,2010-03-18
3347,5880,2010-03-19
3348,5881,2010-03-22
3349,5882,2010-03-23
3350,5883,2010-03-24
3351,5884,2010-03-25
3352,5885,2010-03-26
3353,5886,2010-03-29
3354,5887,2010-03-30
3355,5888,2010-03-31
3356,5889,2010-04-01
3357,5890,2010-04-02
3358,5891,2010-04-05
3359,5892,2010-04-06
3360,5893,2010-04-07
3361,5894,2010-04-08
3362,5895,2010-04-09
3363,5896,2010-04-12
3364,5897,2010-04-13
3365,5898,2010-04-14
3366,5899,2010-04-15
3367,5900,2010-04-16
3368,5901,2010-04-19
3369,5902,2010-04-20
3370,5903,2010-04-21
3371,5904,2010-04-22
3372,5905,2010-04-23
3375,5906,2010-04-26
3376,5907,2010-04-27
3378,5908,2010-04-28
3379,5909,2010-04-29
3380,5910,2010-04-30
3381,5911,2010-05-03
3383,5912,2010-05-04
3385,5913,2010-05-05
3384,5914,2010-05-06
3387,5916,2010-05-10
3388,5917,2010-05-11
3389,5918,2010-05-12
3390,5919,2010-05-13
3391,5920,2010-05-14
3392,5921,2010-05-17
3393,5922,2010-05-18
3394,5923,2010-05-19
3395,5924,2010-05-20
3397,5926,2010-05-24
3398,5927,2010-05-25
3399,5928,2010-05-26
3400,5929,2010-05-27
3401,5930,2010-05-28
3402,5931,2010-05-31
3403,5932,2010-06-01
3404,5933,2010-06-02
3405,5934,2010-06-03
3406,5935,2010-06-04
3407,5936,2010-06-07
3408,5937,2010-06-08
3410,5938,2010-06-09
3411,5939,2010-06-10
3412,5940,2010-06-11
3413,5941,2010-06-14
3414,5942,2010-06-15
3415,5943,2010-06-16
3416,5944,2010-06-17
3417,5945,2010-06-18
3418,5946,2010-06-21
3419,5947,2010-06-22
3420,5948,2010-06-23
3421,5949,2010-06-24
3422,5950,2010-06-25
3423,5951,2010-06-28
3424,5952,2010-06-29
3425,5953,2010-06-30
3426,5954,2010-07-01
3427,5955,2010-07-02
3428,5956,2010-07-05
3430,5957,2010-07-06
3431,5958,2010-07-07
3432,5959,2010-07-08
3433,5960,2010-07-09
3434,5961,2010-07-12
3435,5962,2010-07-13
3437,5963,2010-07-14
3438,5964,2010-07-15
3439,5965,2010-07-16
3440,5966,2010-07-19
3441,5967,2010-07-20
3442,5968,2010-07-21
3443,5969,2010-07-22
3444,5970,2010-07-23
3445,5971,2010-07-26
3446,5972,2010-07-27
3449,5973,2010-07-28
3447,5974,2010-07-29
3448,5975,2010-07-30
3458,5976,2010-09-13
3459,5977,2010-09-14
3460,5978,2010-09-15
3461,5979,2010-09-16
3462,5980,2010-09-17
3463,5981,2010-09-20
3464,5982,2010-09-21
3465,5983,2010-09-22
3467,5984,2010-09-23
3466,5985,2010-09-24
3468,5986,2010-09-27
3469,5987,2010-09-28
3470,5988,2010-09-29
3471,5989,2010-09-30
3472,5990,2010-10-01
3473,5991,2010-10-04
3474,5992,2010-10-05
3475,5993,2010-10-06
3476,5994,2010-10-07
3477,5995,2010-10-08
3478,5996,2010-10-11
3479,5997,2010-10-12
3480,5998,2010-10-13
3481,5999,2010-10-14
3482,6000,2010-10-15
3483,6001,2010-10-18
3484,6002,2010-10-19
3485,6003,2010-10-20
3486,6004,2010-10-21
3487,6005,2010-10-22
3488,6006,2010-10-25
3489,6007,2010-10-26
3490,6008,2010-10-27
3491,6009,2010-10-28
3492,6010,2010-10-29
3493,6011,2010-11-01
3494,6012,2010-11-02
3495,6013,2010-11-03
3497,6014,2010-11-04
3496,6015,2010-11-05
3498,6016,2010-11-08
3499,6017,2010-11-09
3500,6018,2010-11-10
3502,6019,2010-11-11
3503,6020,2010-11-12
3504,6021,2010-11-15
3505,6022,2010-11-16
3507,6023,2010-11-17
3506,6024,2010-11-18
3510,6026,2010-11-22
3511,6027,2010-11-23
3513,6028,2010-11-24
3516,6029,2010-11-25
3515,6030,2010-11-26
3517,6031,2010-11-29
3518,6032,2010-11-30
3519,6033,2010-12-01
3520,6034,2010-12-02
3521,6035,2010-12-03
3522,6036,2010-12-06
3523,6037,2010-12-07
3524,6038,2010-12-08
3525,6039,2010-12-09
3526,6040,2010-12-10
3527,6041,2010-12-13
3528,6042,2010-12-14
3529,6043,2010-12-15
3530,6044,2010-12-16
3531,6045,2010-12-17
3532,6046,2010-12-20
3533,6047,2010-12-21
3534,6048,2010-12-22
3535,6049,2010-12-23
3536,6050,2010-12-24
3537,6051,2010-12-27
3538,6052,2010-12-28
3540,6053,2010-12-29
3541,6054,2010-12-30
3539,6055,2010-12-31
3542,6056,2011-01-03
3543,6057,2011-01-04
3544,6058,2011-01-05
3546,6059,2011-01-06
3545,6060,2011-01-07
3548,6061,2011-01-10
3547,6062,2011-01-11
3549,6063,2011-01-12
3551,6064,2011-01-13
3550,6065,2011-01-14
3553,6066,2011-01-17
3554,6067,2011-01-18
3555,6068,2011-01-19
3556,6069,2011-01-20
3557,6070,2011-01-21
3558,6071,2011-01-24
3559,6072,2011-01-25
3560,6073,2011-01-26
3562,6074,2011-01-27
3561,6075,2011-01-28
3563,6076,2011-01-31
3564,6077,2011-02-01
3565,6078,2011-02-02
3567,6079,2011-02-03
3566,6080,2011-02-04
3569,6081,2011-02-07
3570,6082,2011-02-08
3571,6083,2011-02-09
3572,6084,2011-02-10
3574,6085,2011-02-11
3578,6089,2011-02-17
3579,6090,2011-02-18
3580,6091,2011-02-21
3581,6092,2011-02-22
3582,6093,2011-02-23
3583,6094,2011-02-24
3584,6095,2011-02-25
3586,6096,2011-02-28
3587,6097,2011-03-01
3590,6099,2011-03-03
3589,6100,2011-03-04
3592,6101,2011-03-07
3591,6102,2011-03-08
3593,6103,2011-03-09
3594,6104,2011-03-10
3596,6105,2011-03-11
3597,6106,2011-03-14
3598,6107,2011-03-15
3599,6108,2011-03-16
3600,6109,2011-03-17
3602,6110,2011-03-18
3604,6111,2011-03-21
3605,6112,2011-03-22
3606,6113,2011-03-23
3607,6114,2011-03-24
3608,6115,2011-03-25
3609,6116,2011-03-28
3610,6117,2011-03-29
3611,6118,2011-03-30
3613,6119,2011-03-31
3612,6120,2011-04-01
3614,6121,2011-04-04
3615,6122,2011-04-05
3616,6123,2011-04-06
3617,6124,2011-04-07
3618,6125,2011-04-08
3619,6126,2011-04-11
3620,6127,2011-04-12
3621,6128,2011-04-13
3622,6129,2011-04-14
3623,6130,2011-04-15
3624,6131,2011-04-18
3626,6132,2011-04-19
3627,6133,2011-04-20
3628,6134,2011-04-21
3629,6135,2011-04-22
3630,6136,2011-04-25
3631,6137,2011-04-26
3632,6138,2011-04-27
3634,6139,2011-04-28
3633,6140,2011-04-29
3635,6141,2011-05-02
3636,6142,2011-05-03
3637,6143,2011-05-04
3639,6144,2011-05-05
3638,6145,2011-05-06
3640,6146,2011-05-09
3641,6147,2011-05-10
3642,6148,2011-05-11
3643,6149,2011-05-12
3645,6151,2011-05-16
3646,6152,2011-05-17
3647,6153,2011-05-18
3648,6154,2011-05-19
3649,6155,2011-05-20
3650,6156,2011-05-23
3651,6157,2011-05-24
3652,6158,2011-05-25
3654,6159,2011-05-26
3653,6160,2011-05-27
3655,6161,2011-05-30
3656,6162,2011-05-31
3657,6163,2011-06-01
3658,6164,2011-06-02
3659,6165,2011-06-03
3660,6166,2011-06-06
3661,6167,2011-06-07
3662,6168,2011-06-08
3663,6169,2011-06-09
3664,6170,2011-06-10
3668,6171,2011-06-13
3667,6172,2011-06-14
3669,6173,2011-06-15
3672,6174,2011-06-16
3673,6175,2011-06-17
3675,6176,2011-06-20
3677,6177,2011-06-21
3678,6178,2011-06-22
3684,6179,2011-06-23
3682,6180,2011-06-24
3685,6181,2011-06-27
3686,6182,2011-06-28
3687,6183,2011-06-29
3688,6184,2011-06-30
3689,6185,2011-07-01
3690,6186,2011-07-04
3691,6187,2011-07-05
3692,6188,2011-07-06
3693,6189,2011-07-07
3694,6190,2011-07-08
3695,6191,2011-07-11
3696,6192,2011-07-12
3697,6193,2011-07-13
3699,6194,2011-07-14
3698,6195,2011-07-15
3700,6196,2011-07-18
3701,6197,2011-07-19
3702,6198,2011-07-20
3704,6199,2011-07-21
3706,6200,2011-07-22
3707,6201,2011-07-25
